,Survived,Pclass,Age,Fare,Familiy_Size,Sex=male,Embarked=Q,Embarked=S,Title=rareTitle,marital_status=no,marital_status=yes,Deck=B,Deck=C,Deck=D,Deck=E,Deck=F,Deck=G,Deck=T,Deck=unknown
161,1,2,40.0,15.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
555,0,1,62.0,26.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
729,0,3,25.0,7.925,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
401,0,3,26.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
702,0,3,18.0,14.4542,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
476,0,2,34.0,21.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
771,0,3,48.0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
105,0,3,28.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
565,0,3,24.0,24.15,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
389,1,2,17.0,12.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,1,38.0,71.2833,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
832,0,3,25.0,7.2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
561,0,3,40.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
80,0,3,22.0,9.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
205,0,3,2.0,10.4625,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
34,0,1,28.0,82.1708,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
775,0,3,18.0,7.75,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
508,0,3,28.0,22.525,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
427,1,2,19.0,26.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
454,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
366,1,1,60.0,75.25,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
91,0,3,20.0,7.8542,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
339,0,1,45.0,35.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
564,0,3,25.0,8.05,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
345,1,2,24.0,13.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
776,0,3,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
241,1,3,25.0,15.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
13,0,3,39.0,31.275,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1
315,1,3,26.0,7.8542,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
600,1,2,24.0,27.0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1
387,1,2,36.0,13.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
273,0,1,37.0,29.7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
166,1,1,37.0,55.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
883,0,2,28.0,10.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
646,0,3,19.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
818,0,3,43.0,6.45,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
484,1,1,25.0,91.0792,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
873,0,3,47.0,9.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
504,1,1,16.0,86.5,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
831,1,2,0.83,18.75,2,1,0,1,1,0,0,0,0,0,0,0,0,0,1
243,0,3,22.0,7.125,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
566,0,3,19.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
562,0,2,28.0,13.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
686,0,3,14.0,39.6875,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1
189,0,3,36.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
782,0,1,29.0,30.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
699,0,3,42.0,7.65,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
475,0,1,37.0,52.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
681,1,1,27.0,76.7292,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
510,1,3,29.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
58,1,2,5.0,27.75,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1
474,0,3,22.0,9.8375,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
560,0,3,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
747,1,2,30.0,13.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
252,0,1,62.0,26.55,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
21,1,2,34.0,13.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
313,0,3,28.0,7.8958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
459,0,3,25.0,7.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
160,0,3,44.0,16.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
276,0,3,45.0,7.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
191,0,2,19.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
385,0,2,18.0,73.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
805,0,3,31.0,7.775,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
413,0,2,29.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
491,0,3,21.0,7.25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
343,0,2,25.0,13.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
769,0,3,32.0,8.3625,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
308,0,2,30.0,24.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
661,0,3,40.0,7.225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
130,0,3,33.0,7.8958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
663,0,3,36.0,7.4958,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
871,1,1,47.0,52.5542,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0
99,0,2,34.0,26.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
372,0,3,19.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
87,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
458,1,2,50.0,10.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
330,1,3,25.0,23.25,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
214,0,3,25.0,7.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
466,0,2,29.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
121,0,3,25.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
614,0,3,35.0,8.05,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
20,0,2,35.0,26.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
700,1,1,18.0,227.525,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
71,0,3,16.0,46.9,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1
106,1,3,21.0,7.65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
270,0,1,37.0,31.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
860,0,3,41.0,14.1083,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
435,1,1,14.0,120.0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0
102,0,1,21.0,77.2875,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
